pdf_path,page_no,success,processing_time,error,timestamp
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,20,True,0.27,,2025-10-08T17:34:21.901061
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,21,True,0.02,,2025-10-08T17:34:21.926642
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,22,True,0.36,,2025-10-08T17:34:22.288074
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,23,True,0.38,,2025-10-08T17:34:22.669801
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,24,True,0.35,,2025-10-08T17:34:23.022193
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,25,True,0.02,,2025-10-08T17:34:23.045807
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",1,True,12.91,,2025-10-08T17:34:35.959772
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",2,True,8.26,,2025-10-08T17:34:44.219956
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",3,True,7.86,,2025-10-08T17:34:52.079763
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",4,True,1.59,,2025-10-08T17:34:53.674663
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",5,True,6.84,,2025-10-08T17:35:00.519207
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",6,True,7.71,,2025-10-08T17:35:08.226858
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",7,True,1.76,,2025-10-08T17:35:09.985844
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",8,True,0.49,,2025-10-08T17:35:10.477089
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",9,True,0.82,,2025-10-08T17:35:11.299309
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",10,True,0.72,,2025-10-08T17:35:12.019054
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",11,True,0.78,,2025-10-08T17:35:12.801862
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",12,True,0.70,,2025-10-08T17:35:13.499928
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",13,True,0.75,,2025-10-08T17:35:14.249043
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",14,True,0.78,,2025-10-08T17:35:15.027753
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",15,True,0.85,,2025-10-08T17:35:15.881320
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",16,True,0.85,,2025-10-08T17:35:16.731652
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",17,True,0.84,,2025-10-08T17:35:17.576828
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",18,True,0.88,,2025-10-08T17:35:18.455044
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",19,True,0.87,,2025-10-08T17:35:19.324062
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",20,True,0.81,,2025-10-08T17:35:20.135819
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",21,True,0.81,,2025-10-08T17:35:20.944769
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",22,True,0.88,,2025-10-08T17:35:21.828179
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",23,True,0.80,,2025-10-08T17:35:22.631918
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",24,True,0.91,,2025-10-08T17:35:23.539596
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",25,True,0.86,,2025-10-08T17:35:24.404782
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",26,True,0.79,,2025-10-08T17:35:25.195025
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",27,True,0.97,,2025-10-08T17:35:26.166969
